ID;CODE_GENDER;FLAG_OW0_CAR;FLAG_OW0_REALT1;CNT_CHILDREN;AMT_INCOME_TOTAL;NAME_EDUCATION_TYPE;NAME_FAMILY_STATUS;NAME_HOUSING_TYPE;DAYS_BIRTH;DAYS_EMPLOYED;FLAG_MOBIL;FLAG_WORK_PHONE;FLAG_PHONE;FLAG_EMAIL;JOB;BEGIN_MONTHS;STATUS;TARGET
97060;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;41;5;0
97111;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;4;5;0
97255;1;0;1;0;1;4;0;1;51;6;1;0;0;0;9;10;5;0
97454;0;1;1;0;1;1;1;1;29;0;1;0;0;0;2;6;3;0
97759;1;1;1;0;1;1;4;1;54;4;1;0;0;0;13;2;2;0
97815;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;21;5;0
98073;0;1;1;0;2;4;1;1;57;2;1;0;0;0;4;6;5;0
98459;1;0;1;0;1;4;3;1;51;1;1;0;1;0;3;20;5;0
98705;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;10;5;0
98865;0;1;1;0;1;1;1;1;41;20;1;0;0;0;3;4;5;0
99149;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;26;3;0
99385;1;0;1;2;1;4;0;1;28;7;1;0;0;0;3;25;2;0
99454;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;28;2;0
99502;0;1;0;0;1;4;0;3;31;1;1;0;1;1;5;36;3;0
99837;0;0;0;0;1;1;1;1;50;19;1;1;0;0;2;6;3;0
99860;0;0;1;0;1;4;0;3;29;5;1;0;0;0;3;3;2;0
100011;1;1;1;2;1;4;1;1;34;13;1;0;0;0;3;32;2;0
100783;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;17;4;0
100947;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;11;5;0
101779;0;0;1;0;1;1;1;1;48;3;1;0;0;0;2;7;5;0
102029;1;0;1;1;1;1;1;1;33;2;1;0;0;0;3;27;2;0
102192;1;0;0;0;1;1;0;3;48;27;1;0;0;0;15;19;2;0
102407;0;1;0;2;1;1;1;1;40;6;1;0;0;0;4;23;2;0
102412;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;14;5;0
102653;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;15;5;0
102808;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;17;5;0
102812;1;0;0;2;1;1;1;1;39;13;1;0;0;0;5;15;5;0
103190;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;40;5;0
103507;0;1;1;0;2;1;1;1;47;6;1;0;0;0;0;1;5;0
103664;0;1;0;2;1;1;1;1;40;6;1;0;0;0;4;53;2;0
103811;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;24;5;0
104407;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;30;5;0
105046;0;0;0;0;1;1;2;1;38;0;1;1;0;0;12;8;2;0
105122;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;37;5;0
105585;0;0;1;1;1;1;0;1;35;0;1;0;0;0;2;43;4;0
105781;0;1;0;0;1;3;1;0;24;2;1;1;0;0;4;30;2;0
106040;0;0;1;0;1;1;1;1;48;3;1;0;0;0;2;4;5;0
106147;0;0;1;1;1;1;3;1;34;1;1;0;1;0;3;36;3;0
106674;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;5;5;0
107026;0;0;0;1;1;1;1;1;29;2;1;1;1;0;2;12;2;0
107221;0;1;0;1;1;1;1;1;26;2;1;0;0;0;2;16;5;0
107456;1;0;1;1;1;1;1;1;51;11;1;0;0;0;8;15;2;0
107617;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;8;5;0
107686;1;0;1;2;1;1;1;1;33;2;1;0;0;0;9;1;4;0
107696;1;0;0;0;1;1;0;1;51;10;1;0;0;0;2;6;5;0
107944;0;0;0;1;1;1;1;1;44;3;1;0;0;0;4;18;5;0
107946;1;1;1;0;1;4;2;1;32;0;1;1;1;0;9;29;2;0
108330;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;17;5;0
108611;1;1;1;1;1;4;3;1;38;0;1;0;1;0;9;25;5;0
109278;0;0;1;0;1;1;1;1;48;3;1;0;0;0;2;8;5;0
109500;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;13;5;0
109676;1;1;0;0;1;1;3;1;48;28;1;1;1;0;10;15;5;0
109863;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;7;5;0
110060;0;1;1;0;1;4;1;1;34;14;1;0;0;1;2;17;5;0
111216;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;9;5;0
111321;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;29;5;0
111334;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;38;3;0
111573;1;0;1;0;1;0;0;2;32;13;1;0;0;0;13;12;3;0
111964;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;50;5;0
112545;1;0;1;0;1;4;3;1;51;1;1;0;1;0;3;21;4;0
112942;1;1;0;1;1;4;1;2;26;7;1;0;0;0;2;33;5;0
113191;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;23;5;0
113696;1;0;1;1;1;1;1;1;51;11;1;0;0;0;8;11;5;0
113714;1;0;1;2;1;0;2;0;27;5;1;1;0;0;9;49;3;0
113866;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;13;5;0
114037;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;6;5;0
114604;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;27;5;0
114768;0;1;0;1;1;1;3;4;32;3;1;1;0;0;2;1;2;0
114769;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;1;5;0
114976;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;30;5;0
115005;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;17;4;0
115417;1;0;0;0;1;4;1;1;30;7;1;1;0;0;9;31;2;0
116137;0;0;1;0;1;1;0;3;49;4;1;0;0;0;15;2;3;0
116758;0;1;1;1;2;1;1;1;49;1;1;0;1;1;3;3;4;0
117516;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;27;2;0
117575;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;11;5;0
117709;1;0;0;0;1;1;0;1;51;10;1;0;0;0;2;16;2;0
117842;0;1;1;2;1;1;1;1;47;1;1;0;0;0;2;15;5;0
118468;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;31;5;0
118526;0;0;1;0;1;1;1;1;23;3;1;0;1;0;2;2;2;0
119130;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;29;5;0
119277;1;0;0;0;1;1;0;1;51;10;1;0;0;0;2;10;5;0
119328;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;21;5;0
119351;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;41;5;0
119890;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;34;5;0
119988;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;1;4;0
120468;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;24;5;0
120570;1;0;1;0;1;1;1;1;51;22;1;0;0;0;0;19;5;0
120854;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;0;5;0
120884;0;0;0;0;2;1;0;3;25;1;1;0;0;0;9;25;4;0
121527;1;1;0;0;1;1;3;1;48;28;1;1;1;0;10;18;5;0
121626;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;0;5;0
121775;0;0;0;0;1;1;4;3;54;9;1;1;1;0;9;10;2;0
122015;0;1;0;1;1;1;1;1;26;2;1;0;0;0;2;13;5;0
122035;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;15;2;0
122374;1;1;1;1;1;4;1;0;30;6;1;0;0;0;8;50;2;0
122496;0;0;1;0;2;1;1;1;30;9;1;0;0;0;5;5;5;0
122903;1;0;1;1;1;1;1;1;51;11;1;0;0;0;8;22;5;0
122960;0;1;1;0;2;1;2;1;54;3;1;0;0;0;0;19;2;0
123028;0;1;1;0;1;1;1;1;34;7;1;1;1;0;0;5;2;0
123406;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;22;5;0
123440;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;1;5;0
123526;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;10;5;0
123534;0;0;1;0;1;1;1;2;39;7;1;0;0;0;2;20;2;0
124309;1;1;1;0;1;4;1;1;44;22;1;0;0;0;0;18;2;0
124539;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;10;5;0
124624;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;18;5;0
125506;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;11;5;0
125703;0;1;1;0;1;1;1;1;30;3;1;0;0;0;4;39;2;0
125728;0;1;1;0;1;4;1;1;34;14;1;0;0;1;2;21;5;0
126177;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;19;5;0
126248;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;4;4;0
126434;1;0;0;0;1;1;1;1;52;9;1;1;0;0;2;35;5;0
126594;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;29;5;0
126643;1;0;1;1;1;4;0;1;27;0;1;0;1;0;8;48;2;0
127110;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;7;5;0
127676;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;10;5;0
127699;1;1;0;1;1;4;1;2;26;7;1;0;0;0;2;36;5;0
127710;1;0;1;1;3;1;0;1;42;2;1;0;0;0;16;1;5;0
127811;0;0;1;0;1;1;1;1;23;3;1;0;1;0;2;3;2;0
128050;1;0;1;2;1;0;2;0;27;5;1;1;0;0;9;26;5;0
128148;0;1;0;1;1;1;1;1;30;3;1;0;0;0;2;39;4;0
128257;1;0;1;0;1;1;1;1;55;10;1;0;0;0;2;28;2;0
128510;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;39;5;0
128825;1;1;0;1;1;1;2;1;33;5;1;0;0;0;2;12;3;0
129035;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;21;5;0
129550;0;0;1;0;1;3;0;1;27;0;1;0;0;0;2;34;2;0
129921;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;20;5;0
130152;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;1;5;0
130925;1;1;1;0;1;4;1;1;41;10;1;0;0;0;5;46;4;0
131246;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;37;4;0
131848;0;0;1;0;1;1;0;2;25;3;1;0;0;0;2;10;2;0
132279;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;26;5;0
132812;1;0;1;0;1;1;0;1;39;9;1;0;0;0;3;1;5;0
132930;1;0;0;0;1;1;0;1;51;10;1;0;0;0;2;2;5;0
133739;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;22;3;0
133959;0;0;0;0;1;1;1;1;40;3;1;1;1;0;2;0;5;0
134013;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;2;5;0
134222;0;0;0;0;1;1;0;0;27;0;1;1;0;0;4;30;3;0
134301;0;0;1;0;1;1;0;1;46;0;1;0;0;0;2;22;5;0
134368;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;0;5;0
134713;0;1;1;0;1;4;1;1;34;14;1;0;0;1;2;5;5;0
135030;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;26;4;0
135133;0;0;1;0;1;1;0;1;46;0;1;0;0;0;2;24;4;0
135189;0;1;0;0;1;4;0;3;31;1;1;0;1;1;5;37;2;0
135533;1;0;0;1;1;1;1;1;29;4;1;1;1;0;8;3;2;0
135955;1;1;1;0;1;4;1;1;47;8;1;0;1;0;3;43;3;0
135960;1;0;1;0;1;1;1;1;50;19;1;0;0;0;10;12;2;0
136397;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;5;5;0
136457;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;8;5;0
136498;0;1;0;0;1;0;1;1;42;17;1;1;1;0;4;31;2;0
136767;0;1;0;1;1;1;3;4;32;3;1;1;0;0;2;12;2;0
137182;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;10;5;0
137471;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;16;2;0
137505;1;1;1;0;1;1;1;1;51;5;1;1;0;0;0;9;5;0
137802;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;41;2;0
137988;0;1;0;0;1;3;1;0;24;2;1;1;0;0;4;34;2;0
138225;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;37;5;0
138275;1;0;1;2;1;0;2;0;27;5;1;1;0;0;9;48;4;0
138337;1;0;1;0;1;0;0;2;32;13;1;0;0;0;13;7;5;0
138379;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;4;5;0
138652;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;29;5;0
138764;0;1;0;1;2;1;1;1;40;3;1;0;1;0;0;2;5;0
138849;1;0;1;2;1;1;1;1;45;1;1;1;1;0;9;7;2;0
139851;1;1;1;1;1;4;3;1;38;0;1;0;1;0;9;23;5;0
139856;1;1;0;0;1;3;2;1;27;0;1;1;0;0;9;35;2;0
139990;1;0;1;0;1;1;1;1;55;10;1;0;0;0;2;26;2;0
140366;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;9;5;0
140545;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;4;5;0
140619;0;1;1;0;1;1;1;1;30;9;1;1;0;0;2;21;2;0
140634;1;0;1;2;1;1;1;1;45;1;1;1;1;0;9;2;5;0
140842;1;1;1;0;1;1;1;1;52;0;1;1;0;0;2;5;2;0
141092;1;0;1;1;1;3;1;1;29;3;1;0;1;0;9;4;5;0
141613;0;1;1;0;1;1;1;1;49;9;1;0;0;0;4;10;3;0
141765;1;1;1;1;1;4;1;0;30;6;1;0;0;0;8;8;2;0
142106;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;56;2;0
142299;0;1;1;0;2;4;1;1;57;2;1;0;0;0;4;2;5;0
142688;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;5;3;0
143221;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;11;5;0
144128;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;29;5;0
144359;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;31;5;0
144393;0;0;0;1;1;1;1;1;44;3;1;0;0;0;4;16;5;0
144647;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;22;5;0
144737;0;1;0;1;2;4;1;1;26;1;1;0;1;1;3;25;5;0
144748;0;0;0;0;1;1;0;0;27;0;1;1;0;0;4;11;2;0
145016;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;15;5;0
145100;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;16;5;0
145613;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;37;5;0
145785;0;1;0;0;1;1;0;5;26;3;1;1;1;0;4;44;3;0
146019;1;1;1;0;1;1;4;1;54;4;1;0;0;0;13;1;2;0
146318;1;0;1;0;1;1;1;1;54;19;1;0;0;0;10;0;5;0
146730;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;1;5;0
147214;1;1;0;1;1;4;1;1;44;1;1;1;0;0;9;38;2;0
147513;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;0;5;0
147644;0;1;1;0;1;1;1;1;41;20;1;0;0;0;3;5;4;0
147711;1;1;1;0;2;4;3;1;52;5;1;0;0;0;3;1;5;0
147745;1;1;1;1;1;4;3;1;38;0;1;0;1;0;9;24;5;0
148081;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;17;5;0
148336;1;0;0;0;1;1;0;0;36;10;1;1;1;0;1;2;2;0
149262;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;14;3;0
149561;0;0;0;1;1;1;1;1;44;3;1;0;0;0;4;21;5;0
149718;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;34;5;0
150003;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;13;5;0
150306;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;22;4;0
150523;0;0;1;1;1;1;0;1;35;0;1;0;0;0;2;45;2;0
150573;0;1;0;2;1;1;0;1;38;7;1;1;0;0;0;41;2;0
150648;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;10;5;0
150779;1;1;1;1;1;4;3;1;38;0;1;0;1;0;9;27;5;0
151167;1;0;0;1;1;1;3;1;38;0;1;0;0;0;2;25;4;0
151275;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;17;5;0
151688;1;0;1;1;1;1;1;1;44;16;1;0;1;0;2;15;2;0
151914;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;38;5;0
151963;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;29;5;0
151997;0;1;0;0;1;3;1;0;24;2;1;1;0;0;4;24;2;0
152203;0;0;1;0;1;1;1;1;46;0;1;0;0;0;2;26;5;0
152514;0;0;1;0;1;1;1;1;48;3;1;0;0;0;2;10;5;0
152700;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;12;5;0
152796;1;0;0;0;0;1;1;1;50;10;1;1;1;0;3;25;3;0
152820;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;34;5;0
152917;0;0;0;0;1;1;4;3;53;0;1;0;0;0;16;2;5;0
152924;0;1;1;0;2;4;1;1;57;2;1;0;0;0;4;7;4;0
153078;0;1;1;0;1;1;1;1;30;9;1;1;0;0;2;23;2;0
153512;0;1;1;0;1;1;1;1;29;0;1;0;0;0;2;5;3;0
153680;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;24;2;0
154285;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;10;5;0
155390;0;1;1;0;1;1;1;1;52;3;1;0;1;0;2;18;5;0
155630;1;1;0;1;1;4;1;2;26;7;1;0;0;0;2;35;5;0
156687;1;1;0;2;1;3;1;1;26;2;1;1;1;0;3;15;3;0
156841;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;35;5;0
156904;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;18;5;0
157070;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;10;5;0
157195;0;0;0;0;1;3;0;1;31;0;1;1;1;0;5;5;5;0
157367;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;7;5;0
157468;0;1;1;0;1;1;1;1;30;3;1;0;0;0;4;20;2;0
157751;0;1;1;0;1;1;1;1;49;9;1;0;0;0;4;33;2;0
157961;0;1;1;0;1;4;1;1;34;14;1;0;0;1;2;14;5;0
158130;1;0;0;0;2;4;0;1;27;0;1;0;0;0;3;0;2;0
160020;0;1;0;1;1;1;1;1;26;2;1;0;0;0;2;9;5;0
160231;0;1;0;1;1;1;3;4;32;3;1;1;0;0;2;13;2;0
160431;0;0;0;1;1;1;0;1;35;0;1;0;0;0;2;45;2;0
160585;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;6;5;0
161069;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;20;5;0
161161;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;2;2;0
161347;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;12;5;0
161466;1;0;0;1;1;4;1;1;31;10;1;0;0;0;2;50;2;0
161547;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;22;5;0
161675;1;0;1;0;1;4;1;1;33;3;1;0;1;1;10;13;3;0
161713;0;1;0;0;1;1;0;1;55;4;1;0;0;0;4;19;5;0
162271;0;1;0;1;1;1;1;1;30;3;1;0;0;0;2;17;2;0
162546;0;0;0;1;1;1;1;3;41;18;1;0;0;0;3;29;5;0
162798;0;1;0;2;1;1;1;1;30;0;1;1;1;0;4;26;2;0
163326;0;1;0;0;1;3;1;0;24;2;1;1;0;0;4;13;2;0
163589;0;0;1;2;1;1;1;1;34;4;1;0;0;0;3;37;3;0
163968;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;1;4;0
164848;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;42;5;0
164859;1;1;0;1;1;1;3;1;32;4;1;0;0;1;3;38;2;0
165043;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;39;5;0
165063;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;45;5;0
165558;0;0;1;0;2;1;1;1;30;9;1;0;0;0;5;7;5;0
166773;0;1;1;0;1;1;1;1;49;9;1;0;0;0;4;31;4;0
166923;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;48;5;0
167454;0;1;0;1;2;1;1;1;40;3;1;0;1;0;0;8;2;0
167598;0;1;0;2;2;1;1;1;32;0;1;0;0;0;2;8;2;0
167832;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;34;5;0
168157;0;0;1;0;1;1;1;1;42;3;1;0;0;0;3;5;4;0
168188;1;0;0;1;1;1;3;1;38;0;1;0;0;0;2;23;5;0
168256;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;31;5;0
168712;0;1;1;0;1;1;1;1;29;0;1;0;0;0;2;46;4;0
168984;1;0;1;1;1;1;1;1;51;11;1;0;0;0;8;24;5;0
169209;0;0;0;1;1;4;1;5;40;7;1;0;0;0;3;18;2;0
169288;1;0;1;2;1;4;1;1;37;15;1;0;1;0;3;4;5;0
169372;0;0;0;0;1;1;0;0;27;0;1;1;0;0;4;31;2;0
170217;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;38;5;0
170751;0;1;1;0;1;1;1;1;41;20;1;0;0;0;3;8;2;0
171739;0;0;0;1;1;1;1;3;41;18;1;0;0;0;3;27;5;0
171824;0;1;1;2;1;1;1;1;47;1;1;0;0;0;2;23;2;0
172257;1;1;0;0;1;1;3;1;48;28;1;1;1;0;10;12;5;0
172283;1;0;0;1;1;1;3;1;38;0;1;0;0;0;2;27;2;0
172305;0;0;1;2;2;1;1;1;33;1;1;0;0;0;3;3;2;0
172519;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;33;5;0
172952;1;1;1;0;1;1;4;1;54;4;1;0;0;0;13;5;2;0
173107;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;1;5;0
173660;1;0;1;1;3;4;0;1;28;2;1;0;0;0;0;16;5;0
173847;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;2;5;0
174273;1;0;1;0;1;1;1;1;39;9;1;0;0;0;3;1;5;0
174297;0;1;0;0;1;1;1;5;47;2;1;0;0;0;16;46;3;0
174354;0;1;1;0;1;1;0;1;27;0;1;0;0;1;0;42;3;0
174528;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;1;5;0
174618;1;0;0;1;1;1;3;1;38;0;1;0;0;0;2;24;5;0
174631;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;34;5;0
175074;1;1;0;0;1;1;3;1;48;28;1;1;1;0;10;9;5;0
175130;1;0;0;0;1;4;3;1;51;4;1;0;1;0;5;12;2;0
175711;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;11;5;0
175789;1;0;1;1;1;3;1;1;29;3;1;0;1;0;9;12;5;0
175969;0;1;1;2;2;4;1;1;48;11;1;1;1;0;0;38;5;0
176012;0;0;0;0;2;1;0;3;25;1;1;0;0;0;9;7;4;0
176118;1;1;1;0;1;1;1;1;51;2;1;1;1;0;15;38;5;0
176141;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;16;4;0
176194;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;7;5;0
176276;1;1;0;1;1;1;2;1;33;5;1;0;0;0;2;10;5;0
176838;0;1;1;0;1;1;1;1;51;2;1;1;1;0;2;47;5;0
176880;1;1;0;2;1;1;1;3;31;3;1;1;0;0;9;3;2;0
177493;0;1;1;2;1;1;1;1;47;1;1;0;0;0;2;22;3;0
177692;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;3;5;0
177732;1;1;1;0;1;4;0;1;30;4;1;1;0;0;8;37;2;0
178344;1;1;1;0;1;4;1;1;44;22;1;0;0;0;0;14;5;0
178576;0;0;1;0;2;1;1;1;30;9;1;0;0;0;5;6;5;0
178615;0;0;0;0;2;1;0;3;25;1;1;0;0;0;9;8;3;0
178740;1;1;1;0;1;0;1;1;44;1;1;0;1;0;5;14;3;0
179294;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;15;2;0
179450;0;0;1;0;1;4;1;1;55;1;1;0;0;0;16;5;5;0
179530;1;0;1;0;1;1;2;1;45;1;1;0;0;0;2;25;2;0
179616;1;0;1;0;1;1;1;1;28;1;1;0;0;1;17;1;5;0
179663;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;36;5;0
179882;1;0;1;2;1;1;1;1;29;6;1;0;0;0;9;21;2;0
179987;1;0;0;0;1;4;1;1;53;4;1;0;0;0;9;21;2;0
180062;0;1;1;1;2;1;1;1;49;1;1;0;1;1;3;5;2;0
180209;0;1;0;1;1;1;1;1;30;3;1;0;0;0;2;41;2;0
180219;1;0;1;0;1;1;0;1;50;13;1;0;0;0;3;40;2;0
180305;0;0;1;0;1;1;1;1;48;3;1;0;0;0;2;28;2;0
180453;0;0;1;1;1;1;3;1;34;1;1;0;1;0;3;32;4;0
180886;0;1;1;1;2;1;0;1;49;1;1;0;1;1;3;3;4;0
181206;1;0;1;2;1;0;2;0;27;5;1;1;0;0;9;47;5;0
182144;0;1;1;0;1;1;1;1;29;0;1;0;0;0;2;51;3;0
182408;0;0;1;0;1;1;1;1;46;0;1;0;0;0;2;24;5;0
182794;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;16;5;0
182866;0;1;1;0;1;1;0;1;27;0;1;0;0;1;0;39;5;0
183674;1;0;1;0;1;1;3;1;38;2;1;0;0;0;3;31;2;0
185376;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;30;5;0
185506;1;0;1;1;3;1;0;1;42;2;1;0;0;0;16;3;5;0
185721;0;0;0;1;1;1;1;1;30;0;1;1;0;0;16;18;2;0
185771;1;1;0;1;1;1;3;1;32;4;1;0;0;1;3;36;3;0
186063;1;0;1;1;1;4;1;1;42;11;1;0;0;0;3;10;5;0
186286;0;0;0;1;1;1;1;3;41;18;1;0;0;0;3;34;5;0
187131;1;0;0;0;1;1;0;1;51;10;1;0;0;0;2;7;5;0
187147;0;1;0;0;1;1;1;0;37;3;1;0;0;0;2;12;5;0
187299;1;1;1;0;1;4;1;1;44;22;1;0;0;0;0;16;4;0
187833;1;0;0;0;1;1;4;4;54;1;1;0;0;0;3;40;5;0
187937;0;1;1;1;1;1;1;1;44;2;1;1;1;0;4;45;5;0
187961;0;1;1;0;1;4;0;1;39;2;1;1;0;0;0;13;5;0
188337;0;0;0;1;1;1;1;1;27;1;1;1;0;0;0;2;2;0
188699;1;0;1;1;1;1;0;1;42;6;1;0;1;0;12;16;5;0
188993;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;29;5;0
189098;0;1;1;1;2;1;1;1;49;1;1;0;1;1;3;38;4;0
189360;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;19;5;0
189653;1;0;1;2;1;4;1;1;37;15;1;0;1;0;3;5;5;0
190143;1;0;1;0;1;1;1;1;48;1;1;0;0;0;3;36;2;0
190941;0;1;1;0;1;1;1;1;41;20;1;0;0;0;3;9;2;0
191336;1;0;1;1;1;1;1;1;35;10;1;1;1;0;2;10;5;0
191493;1;1;1;0;1;4;1;1;44;22;1;0;0;0;0;4;2;0
191829;1;0;1;0;2;1;1;1;51;8;1;0;0;0;5;18;5;0
192441;1;0;0;0;1;4;0;1;29;6;1;0;0;0;2;2;5;0
192626;0;1;1;0;2;4;1;1;51;3;1;0;0;0;0;42;5;0
